Rock_Type,Porosity,Permeability,Trap_Type,Seismic_Score,Proximity_to_Oil_Field,Estimated_Reservoir_Depth,Oil_Presence
Shale,11.908439188028783,,Fault,0.7877714800885685,3.457791834127716,,0
Sandstone,20.299339044595424,,Dome,,,1442.0,1
Limestone,,,Anticline,0.338754112,3.056995100848863,1541.0,0
Shale,8.570987821342936,399.9268202451188,Dome,,2.376091711862145,1344.0,0
Sandstone,28.67529441525491,765.3880076876984,None,0.8089854006711885,1.7285135242536325,3582.0,1
Limestone,,,Fault,0.7599670316957243,,,1
Limestone,7.986945044964307,,Dome,,2.456578588745608,1903.0,1
Limestone,26.99229235226615,,Fault,,1.029196434976381,,1
Shale,24.67483947870681,,Fault,0.3145571160256278,,,0
Shale,,,None,0.080217799,2.316305330501081,,0
Limestone,27.081165313360685,793.5047786220363,Dome,,3.115465636569529,2300.0,1
Limestone,22.85027628640988,,Anticline,,,,0
Shale,0.4388477663302714,,None,0.1818806981515873,4.2268107829025645,,0
Shale,8.806043773759813,,Fault,0.647209134,1.1394654885496336,4407.0,0
Limestone,15.652296773727436,,Fault,0.8618149048230889,0.3282535845952417,1487.0,1
Sandstone,3.931758924128711,347.6999789278232,Anticline,,,4755.0,1
Sandstone,20.090519173898176,,Fault,0.2544827540985316,1.7698192847111205,,0
Sandstone,22.485492454703422,199.20695862991005,Dome,0.855817856,3.2032658291005625,4104.0,1
Shale,7.199680916098725,214.52652179906084,None,0.4715163713960514,,2680.0,1
Sandstone,,782.1706643551797,Dome,0.065940888,2.815558772016764,2535.0,0
Shale,16.928505052002958,,Fault,0.7905536795565471,1.5022539502534742,3518.0,0
Shale,19.453647425443044,,Fault,0.1474706048866119,,,0
Shale,21.45801247527733,,None,0.6981684110959824,1.5268442211268374,3217.0,0
Shale,5.282478990951487,483.7654453505799,None,0.5789889159986902,0.4414887393375805,1517.0,0
Sandstone,13.425086690985244,466.4780069790548,None,,,,0
Limestone,10.698267386231583,263.1978510892827,Anticline,0.0242258624127993,2.202704438612189,4186.0,0
Shale,14.385577113340617,,None,,,,0
Sandstone,,934.9768827206937,Fault,,0.05995622,,1
Shale,,651.5257837828746,Dome,0.9663334338056436,1.6623561346169042,,1
Shale,22.61341803259246,66.20472245787717,Dome,,3.377693857713972,,0
Limestone,,63.812906332373146,Anticline,,3.127348422026608,,0
Shale,21.900051632425843,301.3883785594831,Fault,0.9525967490548112,,3495.0,0
Sandstone,21.270045339791388,423.0562718108486,Anticline,,,1679.0,0
Limestone,,,None,0.8255406915073545,3.505976576954816,1030.0,1
Sandstone,2.9605568327976184,,Fault,,1.668392605061411,,1
Sandstone,3.6563850534415088,186.0223041322496,Anticline,0.586558561,,,0
Limestone,3.738401570349821,719.4922361861549,Fault,,4.408409979071345,1744.0,0
Shale,25.05197836,,Dome,0.2679950245636093,3.1838792751798364,2783.0,0
Limestone,24.17378597874704,,None,,1.378682265439034,,1
Sandstone,5.942865501608687,421.4563725,None,0.7830674701590162,2.9971689313673484,3631.0,0
Shale,15.138570738230868,,Fault,0.5779071425018961,3.6460379461490655,,0
Sandstone,21.196494068484807,103.0701507125452,Fault,0.4597268239492019,,3320.0,0
Shale,25.936240247462507,946.5559189818068,Dome,0.3733291924250302,4.382226227669086,4138.0,0
Limestone,6.728202547257158,624.9606599060237,Anticline,0.0617843442287701,,,0
Shale,27.50883339307466,293.1815591903339,Dome,,4.593217798928516,4674.0,1
Limestone,,792.3769670917366,Dome,,,763.0,0
Sandstone,15.225272834079943,,Fault,,2.9943901924418315,,0
Limestone,29.37789874213549,,None,0.6077214042619692,0.4216635743476749,4356.0,0
Sandstone,25.254760930957875,,None,0.2817295914496609,,511.0,0
Shale,29.162380064236714,32.06352732111296,Anticline,,,3466.0,0
Shale,8.683091040900658,415.0334871,Anticline,,4.202857758565885,,0
Sandstone,20.374750372306703,692.6438287448136,Anticline,,,,0
Shale,26.36307749378744,630.2905835571983,None,0.2810543711738185,0.093138443,2830.0,1
Sandstone,11.008842210216017,,Dome,0.2898954920513712,4.677840853830501,,0
Limestone,8.160077211929691,,Anticline,0.692411959,2.4281639751090283,,1
Sandstone,29.116640121854875,,Dome,0.77350277,,4368.0,1
Sandstone,23.120759122807016,879.9182592546076,Dome,0.6959581889000698,2.3330295597197126,3347.0,0
Limestone,22.47473469529595,557.2668871715883,Fault,0.2721550150962677,1.646319382431067,4066.0,0
Shale,7.483746128796969,760.9006806815829,Anticline,0.1698815872711478,1.1234724589017793,,0
Shale,,32.030594766610456,Dome,,3.5631348155565545,,0
Sandstone,6.788320024314211,515.9819785010135,Fault,0.2012993485600898,4.236444060601743,,0
Sandstone,4.109466669285835,778.6421909241682,Fault,,2.1880455111065045,,1
Limestone,12.928240095549809,252.89011840398763,Anticline,,,4333.0,1
Sandstone,14.481404192308034,771.7998678895021,Anticline,0.057766299,,,0
Limestone,11.55307808469089,,Anticline,,,,1
Limestone,8.575243459902284,,Anticline,0.896934621,0.3615850742967591,940.0,0
Limestone,5.988864229797526,116.90136973588014,None,,4.213201561,,0
Sandstone,25.73751216730703,613.4262172159133,Fault,,1.0573588818311248,,1
Sandstone,5.789520238170858,715.2869669287907,Dome,0.4383556535203163,,,0
Shale,,,None,,4.670972209542769,,0
Limestone,,243.75891221465704,Dome,,,3574.0,0
Sandstone,12.41036036955781,641.7518554745932,Anticline,0.071200098,,,0
Shale,14.044258256122074,844.5211257218833,None,,3.6758056117337774,,0
Sandstone,27.306391046032697,,None,,3.616155754773561,4009.0,0
Shale,20.693737419385982,,Dome,0.947344902931878,1.7242819071431637,,0
Sandstone,,590.7228591527435,Fault,0.9566343228639368,,4373.0,1
Sandstone,7.097037756333001,,Dome,,,,1
Shale,1.6407952372880297,,None,,4.806505347,2040.0,0
Sandstone,9.365756513591638,,Fault,,2.830432005340392,3452.0,0
Limestone,,674.5572182987835,None,0.1370999467988329,0.022844313,2377.0,0
Sandstone,,,Fault,0.960066983,,,1
Sandstone,,314.2615569319667,Anticline,0.7029492911786699,3.578886758330413,4966.0,1
Sandstone,20.28315077443056,513.9844633805153,Anticline,0.092977993,4.510645961466308,,0
Sandstone,1.893191073466387,192.9805604812345,Dome,0.053154085,,4650.0,0
Limestone,25.291108407831096,,Dome,0.4711120202722413,3.836878486258047,3367.0,0
Limestone,1.633981421005127,,Anticline,,4.096310023610145,2273.0,0
Sandstone,,,None,0.9483265830361624,,,1
Sandstone,,468.6442780644719,None,,4.2224337216130605,849.0,1
Limestone,4.136558080680313,294.99948021475205,Dome,0.6501417346469641,3.532052664251142,635.0,1
Limestone,11.824081403478845,493.5251902730216,Anticline,,,,0
Limestone,,,Anticline,0.889201498,2.5217116495413503,,1
Shale,26.26216875365503,288.9144911561888,Fault,0.9875857415385744,4.871903912955228,3910.0,0
Shale,,328.1131223911126,None,,3.231410727047126,,0
Shale,26.869587587495303,434.52266906424336,Fault,,2.543833996,,0
Limestone,2.8197278824980607,560.1987344363614,Anticline,0.7989525124169056,0.0224662341446008,4001.0,1
Limestone,,,Anticline,0.8302240972854418,3.162679593271471,,1
Shale,,,Fault,0.8486879268829328,,2479.0,0
Limestone,29.94702077486161,29.95160965972626,None,,1.6557011946261575,,0
Limestone,,,Anticline,0.8199798080824369,1.9702262759440956,,1
Limestone,10.124409770246944,981.1500645158392,None,0.3790221954662697,0.9051602118800068,1429.0,0
Sandstone,12.743500245725588,752.3707154103787,Anticline,,0.093442275,,1
Limestone,19.92302013443673,849.8256320937236,Dome,0.9822397558535072,0.7870784221286681,,1
Sandstone,28.892823926934074,,Anticline,,2.622700113519804,,0
Sandstone,7.953397512454464,574.3764725702654,None,0.6662630261917867,3.542239229081416,2317.0,1
Sandstone,10.179685069671333,584.9918962787557,Fault,0.2395077440403048,1.274632830104545,,0
Limestone,4.423578014247035,,None,,,,0
Sandstone,9.138070673225714,,Anticline,0.5021600558228149,,3644.0,0
Shale,1.9707634946897767,727.3773446094484,Fault,,4.248529616,,0
Sandstone,,,None,0.6621234406352879,1.4285980361710244,,0
Limestone,21.268928013713325,776.8143050873379,Fault,0.2984349382175756,1.5239449983678992,,1
Limestone,23.816869655835504,300.11336746638614,None,0.7099551052298295,4.305828813525919,812.0,1
Limestone,12.90166035573823,730.1814024785713,Fault,0.2769642808422072,3.9876207446765135,,0
Limestone,0.0278825060988319,439.7713004209427,Fault,0.961790748,3.610919596796304,,1
Limestone,,,Fault,,,,0
Sandstone,21.43242304411493,,Dome,0.5119359291455199,3.2754565542369294,1612.0,0
Sandstone,,,Anticline,0.3694086112049382,,2489.0,0
Shale,0.5514296932572615,,Fault,0.5035350465581336,,,1
Limestone,28.772527268472103,,Anticline,0.2562536141943354,3.2086535379550534,1853.0,0
Sandstone,,189.73614177228544,None,0.9445149232882092,0.3834960830755984,2481.0,0
Shale,0.1957623128666097,476.8497878049445,Dome,0.2350971152707522,4.858418752851003,,1
Limestone,25.12592502228167,,None,0.142001819,4.156103314036943,2278.0,0
Shale,,734.6492577135955,None,,,,0
Limestone,21.03033801285122,,Fault,0.2232293918609331,4.546321162116608,,0
Shale,17.637069746844436,,Anticline,0.7257696736145556,1.851739356427112,632.0,0
Limestone,,678.1952473481965,Fault,0.4996320077497422,4.346937929940312,,0
Shale,6.042189276400567,,Anticline,,3.8791467585736807,1287.0,1
Shale,22.58542425274152,,None,0.8875092610569176,,,0
Shale,27.14299025040354,448.5474592141993,Dome,0.7062888140390073,2.6697820429028125,,0
Limestone,0.7847502697025954,589.7915570711647,Fault,0.7325558607170338,3.038421202256348,,1
Limestone,29.282580725987152,,Dome,0.5135774021274628,4.055565664493978,1605.0,1
Limestone,,75.25721980898551,Dome,0.4287161758478628,2.3556394249847723,3579.0,0
Sandstone,,293.3162851456059,Anticline,0.7256781334885183,4.979870292573251,,1
Limestone,14.881281780497492,,Anticline,0.3806630043099652,4.336055512576823,,0
Sandstone,12.090939338482098,440.21607832510574,None,0.4857413566168542,1.7696309752219097,3154.0,0
Limestone,21.934720333647515,654.9116250323746,Fault,0.3807582907181833,2.488100326623235,,1
Shale,22.77716938970985,,Fault,0.0518010334158101,,4422.0,0
Limestone,,193.18071917020663,Anticline,,1.8493067912036716,,1
Sandstone,,133.86558848756454,Fault,0.1295786640840797,0.2641918747777366,,0
Limestone,10.732642898811427,,Dome,0.3655732620752621,2.6529707290013467,,0
Limestone,2.239152932382864,,None,,3.930714909346324,,0
Limestone,15.682804246856094,329.4730027738752,Dome,0.6421337952941157,,1041.0,0
Sandstone,15.626221099046573,63.362758498830864,Fault,0.1750311458180289,1.5419522800069196,,0
Shale,18.866186909645265,644.9185914771903,Anticline,0.5823966042362146,,,0
Sandstone,7.031102720336265,,Dome,,3.447056547739105,,0
Sandstone,,,None,0.2499410846185593,0.0214355070846677,1556.0,0
Sandstone,,,None,,4.842628157556095,,1
Limestone,15.426031200280176,746.5080908,Fault,0.486207065,,1388.0,0
Sandstone,2.268910915036484,679.5182578969274,Anticline,0.9664644373617358,2.2337530134538475,4893.0,1
Sandstone,17.783128226105543,574.0795497857683,None,,1.9347292496265112,,0
Sandstone,,,Anticline,0.040873977,2.059248961661613,,0
Sandstone,,85.55796460503912,Anticline,0.5052106190319509,4.368159015931358,3594.0,0
Limestone,23.637928153133004,259.4928935566177,Dome,0.3296795737301249,,,0
Limestone,,512.5195870727982,Anticline,,4.039808653818803,3180.0,0
Limestone,,,Fault,0.2256850933452208,4.059151887482343,,1
Limestone,17.821483967004333,21.91109746258144,Anticline,0.021740808,,,1
Limestone,,671.9943912,Fault,,,,0
Shale,3.013726490429053,256.7247780841542,Anticline,0.3369286726470791,3.691329617061335,3218.0,0
Limestone,29.75667587842475,257.51274602237527,Anticline,0.1820675115742895,1.2647642566678536,4066.0,0
Limestone,4.760366210690547,285.3111987413825,None,0.6323226459442498,4.250519139114519,,1
Sandstone,2.2890736252223864,,None,0.6177062213946729,,,0
Limestone,0.5750366257493333,74.47692849730292,Fault,0.6898820108350104,,4508.0,1
Shale,,,None,0.9404892871061282,1.4179001519453505,,0
Sandstone,25.06117590852738,694.186808,Anticline,0.024714379,,,1
Sandstone,13.016641454564384,,Dome,0.5126696531760021,,1700.0,0
Limestone,4.365519011622748,816.9508055564537,Dome,,2.889555862799281,3533.0,0
Sandstone,13.416412223813552,444.23452145580393,Anticline,0.1169454714930804,1.592636022449871,2000.0,0
Sandstone,14.678377831548094,741.9191486668418,Fault,,2.0715675390282096,3338.0,1
Shale,,130.2515501364737,Fault,0.2818597300006575,3.2429518983147414,4841.0,0
Sandstone,29.088478167130138,,None,0.6943854525115413,1.4166115768219871,4319.0,0
Sandstone,,78.76131395740352,Anticline,0.3466437466405287,1.330480462047741,2445.0,0
Sandstone,,764.479977,None,0.5844489043115128,0.6785703850050268,,0
Sandstone,7.627774829667916,,Dome,,1.434032185356005,2110.0,0
Limestone,23.5975041249452,194.1892768393261,Fault,0.4130566232135032,2.796014423251174,2012.0,1
Limestone,,366.96219617405967,Fault,,3.923879156351176,2198.0,0
Sandstone,,240.84461723470724,Fault,,,,1
Shale,6.816230334960133,,None,,,4583.0,0
Shale,20.815894856271967,600.4144630031549,Fault,,,2983.0,0
Shale,,499.2316347268396,Fault,0.7515215980912536,,,0
Limestone,26.85195866553737,,Fault,,3.9263676875699822,615.0,1
Limestone,29.55911496861856,530.3654012573872,Fault,,,,1
Sandstone,,,Anticline,0.3361215358346487,0.3428240346304873,,0
Sandstone,29.94585163433357,68.85788855193866,Anticline,0.6342869146210478,1.588300037285742,,1
Limestone,27.72861212383984,689.9184109814075,None,0.3612617290703949,,2058.0,0
Shale,28.49699004738228,,None,0.4136168493493947,,2389.0,0
Sandstone,20.00807956,,Anticline,,,763.0,0
Shale,6.894190242679953,,Anticline,,4.446664823720554,3264.0,0
Shale,,833.0987167,None,0.8911166744533762,1.8731693480143323,4204.0,0
Limestone,4.454495490158532,,Fault,,,4236.0,1
Sandstone,,444.2945391337532,None,0.918991384,,4761.0,1
Limestone,26.793412239674176,,Fault,,1.5941094805302942,4649.0,1
Limestone,15.605838231716568,,Dome,0.1486375556620661,0.7514750668463854,,1
Limestone,,472.6446274890077,Dome,0.070803514,3.519345644698081,1290.0,0
Sandstone,29.750882201173557,683.0445704975162,Dome,,2.2658404615069987,,1
Limestone,19.102851511329813,626.5478997201008,Dome,,3.3878261288743805,,0
Limestone,5.906636153270507,,Fault,,3.9666861096397783,4498.0,0
Sandstone,8.729981686939892,645.1937574241763,Fault,,4.833287186462648,,1
Shale,0.7059748324229631,,Fault,0.5237509769185301,,4076.0,0
Shale,17.55890485002934,452.29001176192656,Dome,0.4014538203037721,0.4462143308941685,4881.0,0
Sandstone,29.88890412735677,970.094472483144,Dome,,2.198617014587121,,0
Limestone,3.370934458469569,,None,0.2841628057048742,1.8117580935473396,2749.0,1
Sandstone,0.4553064686048069,,Anticline,0.2716367974120967,1.7632201556836464,1491.0,0
Sandstone,9.959594142981082,,Dome,0.742985323,4.566780987674451,2739.0,0
Limestone,20.391773880052742,,None,,,1171.0,0
Sandstone,,509.7133157887509,None,,0.8278556290977057,,1
Sandstone,,,Fault,0.0377591395984007,0.5173961332688654,1592.0,0
Sandstone,3.0168819625033305,303.28956051145167,None,0.8156933772444657,4.845735904791225,3488.0,0
Sandstone,13.202132251994954,661.7206957671441,None,,3.809355669768696,,0
Sandstone,25.233219268166103,514.5727880043945,Anticline,0.084798016,,,0
Sandstone,13.92611847,319.1509561767031,Fault,,3.507517288437452,,1
Sandstone,26.18490702459961,,Dome,0.5817750597777686,3.786778853525263,4438.0,0
Shale,6.819662132100824,,Anticline,0.5508725788472912,,2541.0,0
Limestone,9.462491737760503,149.19951505605354,Fault,0.3706630679132212,3.1150379281226632,3898.0,0
Shale,13.478236408699496,976.8574309,None,,0.6645924770067646,4594.0,1
Shale,7.023079949119218,,Fault,0.638010807,0.0112285423882763,,0
Limestone,2.5276613225391387,,None,0.6972743463759475,4.331689485,,0
Limestone,21.38333028650493,,Anticline,0.041384196,4.536325402972386,,0
Limestone,28.947858045054776,704.5799856093962,None,0.4686160204999928,2.671780764501292,3117.0,0
Sandstone,5.5611833724753446,98.95979071389512,Fault,0.5305061,,1139.0,0
Shale,,665.1352438232178,Fault,0.8718355763999104,2.130557181800678,,0
Shale,6.203930281324324,243.5586983264489,None,0.7648619871874375,,3717.0,0
Limestone,5.173391669215773,,Anticline,0.4363858749678805,0.9562695572267172,,1
Sandstone,7.485092390482253,531.9544413772003,None,0.8680980942840464,4.757069571786354,3468.0,0
Shale,17.245171135796248,,Dome,0.7816100492305522,2.617008343433673,2737.0,0
Shale,8.750803521647581,167.14538850887328,Dome,0.8806608784415548,1.0768846085253792,4086.0,0
Sandstone,,546.9759353745852,Fault,0.8173624033727843,,,1
Limestone,22.35724458517324,,None,0.6074358208951647,0.2523950651356754,4394.0,0
Shale,13.426555653181856,812.6437212414854,None,0.904979834,0.4959207343709143,2461.0,1
Limestone,,,Dome,0.4449376980079407,,,0
Shale,,261.2954100204625,Anticline,,2.2945723663230915,,0
Limestone,18.32878498296764,797.6204909244154,Anticline,,,4706.0,0
Shale,,483.8281372485967,Dome,0.8186274411366156,1.9033055056410049,,0
Shale,5.923464512733951,36.56962128999226,None,,4.052942636108462,2588.0,0
Sandstone,24.03492201525476,,Anticline,0.525821056,,3387.0,0
Shale,25.12352684504201,626.4334719113863,Fault,,,1765.0,0
Limestone,2.8298227887313088,,Fault,0.1244408107609442,3.4610803092223867,3410.0,0
Shale,,76.08340677274677,None,0.2079523404978106,4.681371988347329,968.0,0
Shale,0.1110722049725054,,None,0.1555653971088704,4.770339224900685,,0
Limestone,5.695579808129074,,Anticline,0.9798009951323444,1.0879185693397797,,1
Limestone,5.165924382708992,,None,0.3536065020777995,2.1014413533067526,4243.0,0
Limestone,0.5293548053581754,748.8357626565293,None,,3.992446813041004,,0
Limestone,5.721779627726839,,Fault,,3.521570137895188,,0
Sandstone,26.000740451981848,433.92226459766346,Anticline,,0.7531641314359616,3327.0,0
Sandstone,27.319290475036365,565.9947331645827,Anticline,,1.5200659175828153,,0
Sandstone,8.306099084760367,648.0223327092637,Fault,0.1365669267033004,3.896533255942157,,1
Sandstone,,937.9730425,Dome,,,1037.0,0
Shale,27.38677334209726,534.7128636096627,None,0.8640959241006102,0.1647708755731897,4526.0,0
Limestone,21.460923456866688,600.5817623700112,None,0.6011978054901025,4.806623590581084,4918.0,0
Sandstone,,479.5149397056711,Anticline,0.2384237004953555,2.3974113890584894,3248.0,0
Limestone,28.245987308533238,234.0184395751256,Anticline,0.6645134329822682,,3716.0,1
Shale,14.511414971721395,842.1301465885884,Dome,0.2719345612096417,4.089247268,1350.0,0
Limestone,,664.1345936506257,None,0.3681680002560942,,,0
Limestone,1.692040732823714,,Dome,0.2448885294769801,,3982.0,0
Shale,22.116576707139146,403.8262432,Fault,0.1635517113229464,1.0186717054988907,3435.0,0
Sandstone,9.863228624777722,172.1192641130055,Dome,0.006825011,3.7403340112600976,1012.0,0
Limestone,,,Dome,,4.217448777970051,641.0,1
Limestone,9.321459849343425,274.43620725566973,Fault,,4.846351262142614,,1
Sandstone,13.569421051540065,325.3542773814633,Dome,0.5614216779983453,,2484.0,0
Shale,,,Dome,0.5409203070273668,3.600274376099696,3714.0,0
Limestone,28.00713250372944,357.0102711173016,Anticline,0.4901288613365966,1.465829903654576,,0
Sandstone,,336.19216365854845,Fault,,4.029436138975405,2866.0,0
Sandstone,27.43325188462015,127.4297867,Dome,0.6026344867524884,3.432535925251206,1691.0,1
Sandstone,,,Fault,,2.286683400079041,,1
Limestone,,747.7454629255186,Fault,0.1035886546320291,,,0
Limestone,,,Dome,,2.863552644025536,1805.0,1
Limestone,10.843959854955465,192.08770890900053,Fault,0.1392784731442603,4.898450516955189,687.0,0
Sandstone,24.646067336690585,756.1714177,None,,,914.0,0
Limestone,0.8937151209786653,,Anticline,,0.5251403239006613,728.0,1
Shale,26.362395710307894,832.9422561961218,Dome,,0.7662610792182672,591.0,0
Shale,1.9271572757137767,10.850867608802329,None,0.9345311515910516,,,0
Sandstone,,,Fault,,0.2327979941209784,2138.0,0
Shale,,587.0028111539349,Fault,0.7662316622037167,4.180114583703884,1738.0,0
Limestone,27.89375167891509,145.94435719249913,Fault,,0.3325419773329091,3502.0,0
Shale,9.090525209,,Fault,,3.454380300079816,3731.0,0
Sandstone,21.537980728203053,,Dome,0.1282551121204175,,1793.0,0
Sandstone,25.627823669920076,,Fault,,3.131830769257453,1397.0,1
Sandstone,8.963486131627548,784.7210967,Fault,0.8915500494128707,2.211348715513246,,1
Shale,18.96360365746954,,Dome,0.3363401228791364,0.7329920678142804,,0
Limestone,5.096177832134289,,Fault,,1.2174123830291044,,1
Sandstone,21.06247701,,None,,,4414.0,0
Limestone,11.68548077836226,,Fault,0.9669886314359232,,,1
Sandstone,,271.1757393,Dome,,4.819578952929148,3819.0,0
Sandstone,17.136417288443926,100.78643167960912,Dome,0.5777914549604904,,3965.0,0
Shale,22.84376500308476,,Fault,,0.9069052385018976,2543.0,0
Shale,24.097902018813848,960.2460009792868,Fault,,,1048.0,0
Sandstone,23.86980691984326,,Anticline,0.4123342156333225,2.6470198167836347,4648.0,0
Shale,25.640251241527903,174.93513828570175,None,0.9856609574568044,1.5953257760982749,4148.0,0
Shale,20.09909772,,Dome,0.2381857055995619,2.907613650824641,710.0,0
Sandstone,3.6566424759681135,523.4585335907267,Anticline,0.2840286682027823,,1420.0,0
Limestone,13.058781725629023,,Dome,0.4815780819368983,3.280355585,4148.0,0
Limestone,0.2611844118763073,,Anticline,,,3594.0,0
Shale,18.270868341207475,,Fault,,2.6570789221620483,,0
Shale,28.23144780115131,263.3097990645211,Dome,0.7260807566781885,,,1
Sandstone,21.727635824974,,None,0.2329130542531116,,1959.0,0
Sandstone,6.2483302546063735,791.6968939624128,Dome,0.6549481120981441,2.507093544239502,,1
Limestone,23.427580691582712,,Dome,0.1043350528690824,4.731605888322709,1013.0,0
Shale,6.549093354345369,856.7116282934091,Anticline,,,,0
Limestone,6.218189372030029,,Fault,0.067528187,4.909495272389989,2274.0,0
Limestone,14.649289284775351,988.8487951473136,Anticline,0.7940037392048925,0.6913149202789276,1523.0,1
Shale,29.86422457040443,413.2572740595376,Anticline,0.1966320424660023,4.656388030691378,937.0,0
Sandstone,,743.6357858106401,None,0.99528340314173,0.377674603743347,,1
Limestone,2.6445647440993336,,None,0.7148429288450242,,2513.0,0
Limestone,,762.3463582307401,None,0.6724799495825067,1.1441660210978206,4095.0,0
Shale,29.49194098844461,307.03823062694414,Fault,0.1932001274783916,,1073.0,0
Shale,,,Fault,,2.143380579060379,,0
Shale,25.26320587450535,436.0300595469064,Anticline,,1.9684697669875435,3511.0,0
Sandstone,,792.4976633775714,None,0.000332968,3.635262797763816,,0
Sandstone,5.273514474911455,639.5055933850225,Fault,,2.210531638964987,2539.0,0
Shale,1.6317224556693355,,None,0.2116708270045032,0.7231294715676501,1722.0,0
Shale,,,Dome,,2.6386471662133357,2577.0,0
Sandstone,,,Dome,,,,1
Shale,10.295215716218507,850.3607706203857,Anticline,,,,0
Shale,,302.1869269390051,Dome,0.1920097765235945,4.852435453185322,3903.0,0
Limestone,,,Dome,0.0223288305533833,0.1344819428842852,,0
Sandstone,18.48762121712437,546.9586329752063,Dome,0.1748078937751861,,,0
Limestone,18.712311782627868,,None,0.949112054,1.9251534061641264,,0
Shale,27.81012480304225,884.0083453035638,Fault,0.09386466,,,0
Limestone,,,Anticline,0.4317817358510307,4.464692088,2486.0,0
Shale,,,Dome,0.197452324826008,2.034178836613867,,0
Shale,,765.2373216677314,Dome,0.8408336909140859,4.268022030066841,,0
Sandstone,2.871871642331919,,Dome,0.2378206472764918,0.7800690801176896,,0
Sandstone,,937.1513097083896,None,,3.9684759191869015,4625.0,1
Shale,7.827557389505042,,None,0.6179035655664339,3.232773184572257,987.0,0
Limestone,,546.8745913477427,Dome,,,,1
Sandstone,,570.5568478540856,Anticline,,3.105967888059435,803.0,0
Sandstone,20.160592865416053,510.5093603483036,Fault,,4.858993509416028,1403.0,1
Sandstone,1.4423690545935064,353.52447315382966,None,0.059442088,2.595865732505281,,0
Sandstone,12.20467942195395,,Anticline,0.088741167,0.314311921,1636.0,0
Shale,10.234479774590492,888.1208371566353,Dome,0.6580988848075032,0.038194973,3762.0,0
Shale,,670.6493143475612,Fault,,,2215.0,0
Limestone,29.303831184827587,31.26293325,Fault,0.7023145183857498,,,1
Limestone,3.443907817538403,282.8734284521032,Anticline,0.060021798,,4233.0,0
Limestone,22.69002809,250.74873648860796,Fault,0.4502066161151195,,2237.0,0
Limestone,0.742946327,469.8206210265454,None,,4.094375852194706,3454.0,0
Sandstone,25.58779151563744,,Anticline,0.5963766176932567,3.7936043375338775,1884.0,0
Sandstone,,,None,0.8985831804077546,2.328927865899863,3483.0,1
Sandstone,18.856320926365832,,None,0.8535314430998039,1.3415784518762002,,1
Sandstone,,286.62038410458365,Fault,,4.270499135539415,,0
Limestone,,135.58572464557295,None,0.3389257169697096,2.449580558022473,,0
Sandstone,6.497375568817226,,Dome,0.1357441844518385,4.103504181430317,,0
Sandstone,17.315148798719886,,Anticline,0.5938298741151422,,4813.0,0
Shale,25.553710159816248,606.9193411834832,None,,,2808.0,0
Limestone,12.411986927409895,890.0737414321105,Dome,,,4514.0,1
Sandstone,,557.0672943,Anticline,,4.49901359,,0
Shale,25.44544494839841,253.31599057854925,Dome,,1.9861641986382963,,0
Limestone,4.937344341405085,530.0586144356514,Dome,0.5942460053504046,2.2496933106947874,1789.0,0
Shale,,184.3796817023796,Anticline,,4.211806373,4409.0,0
Limestone,20.73317610161553,,Fault,0.8563373248357075,,3445.0,1
Sandstone,2.090720901903589,856.7153304569763,Anticline,,3.255838390412661,,0
Sandstone,1.8565710504142572,608.1014027200953,None,0.082738685,4.538231329941651,3071.0,0
Sandstone,4.110627301,410.8588691933852,Dome,0.7150318415582864,4.985676125006254,774.0,1
Sandstone,25.07349212563804,160.14817476968398,Anticline,0.4638940204404267,,1415.0,0
Limestone,,,Dome,,1.1466473470204277,,1
Limestone,,564.0529690127017,Anticline,,1.915054378105661,1558.0,1
Limestone,5.352482896904873,,Fault,0.8091638049477762,,3395.0,1
Limestone,,,None,0.1092661113548973,,4245.0,0
Shale,25.123487852503857,817.9778852984394,Dome,0.3976847260806038,2.959688393531489,,0
Shale,10.554150192310574,,Fault,0.4721967027581214,2.9255209291158666,,0
Limestone,,,None,0.693075113,0.7826285471154915,3564.0,0
Limestone,4.233289449979479,,Fault,0.1220315151785847,,,0
Shale,16.982149393444953,,None,0.1687010289402437,1.799047386343167,,0
Limestone,28.406405890230708,877.9543357222321,Fault,0.389259786,0.0247015250247861,3760.0,0
Sandstone,20.37597453603508,798.4747235497592,Fault,0.7651696096585132,,3834.0,1
Limestone,24.52695988633791,,None,0.275127409,,3174.0,0
Shale,18.434573325348936,585.4077409,Fault,,,4630.0,1
Sandstone,29.90427542043327,,Dome,0.4835772911480591,2.538301039380749,1646.0,0
Shale,12.859328376255952,423.4332224882946,None,0.1826889349073418,3.421706314123562,4742.0,0
Sandstone,,713.0590217233876,Fault,0.8319121741195065,1.857006822999998,3871.0,1
Sandstone,,604.6012743834409,Anticline,,0.5200033791523034,3568.0,1
Sandstone,,159.59915719697128,None,,4.7229019747905845,2160.0,0
Shale,3.5859260864123343,950.3931330373912,Fault,,,863.0,0
Shale,13.920012845892789,,Anticline,0.193110212,2.015044999659599,1652.0,0
Limestone,,,None,,2.8631197564625226,3474.0,0
Shale,15.250664626937768,314.0104797732149,Fault,,3.440933910842308,,0
Sandstone,,481.5377610206614,Fault,,0.9334077240856548,,0
Sandstone,,756.3155386115398,Fault,0.01979873,,1290.0,0
Limestone,12.557468565944674,293.86278631104847,Dome,,,1477.0,1
